מספר_הזמנה,תאריך,שנה,חודש,יום_בשבוע,עונה,חג,רשת,עיר,אזור,קטגוריה,תת_קטגוריה,מוצר,כמות,מחיר_יחידה,הנחה_אחוז,מכירות_ש,רווח_ש,אחוז_רווח
IL-01808,2024-02-08,2024,2,חמישי,חורף,,יינות ביתן,באר שבע,דרום,אלקטרוניקה,מטעני חשמל,סוללה ניידת,7,149.0,0.0,1043.0,172.76,16.6
IL-01809,2022-08-28,2022,8,ראשון,קיץ,,מגה,נתניה,שרון,ביגוד והנעלה,גברים,מכנסי ג'ינס,7,199.0,0.0,1393.0,540.03,38.8
IL-01810,2024-10-14,2024,10,שני,סתיו,,רמי לוי,הרצליה,שרון,ביגוד והנעלה,הנעלה,סנדלי נוחות,4,179.1,0.1,716.4,231.51,32.3
IL-01811,2023-09-12,2023,9,שלישי,סתיו,,שופרסל,פתח תקווה,מרכז,ביגוד והנעלה,גברים,חולצת פולו,2,94.05,0.05,188.1,64.78,34.4
IL-01813,2024-12-08,2024,12,ראשון,חורף,,מגה,בני ברק,מרכז,אלקטרוניקה,טלפונים,Xiaomi 13,3,1499.0,0.0,4497.0,1004.67,22.3
IL-01814,2022-03-16,2022,3,רביעי,אביב,,ויקטורי,חיפה,צפון,בריאות ויופי,תרופות OTC,אקמול 500מג,5,18.9,0.0,94.5,30.8,32.6
IL-01815,2022-06-28,2022,6,שלישי,קיץ,,ויקטורי,ירושלים,ירושלים,מזון ומשקאות,מוצרי חלב,יוגורט דנונה,5,4.5,0.0,22.5,3.4,15.1
IL-01816,2023-10-02,2023,10,שני,סתיו,,רמי לוי,באר שבע,דרום,ביגוד והנעלה,נשים,שמלת קיץ,5,149.0,0.0,745.0,227.55,30.5
IL-01817,2024-12-26,2024,12,חמישי,חורף,חנוכה,ויקטורי,ירושלים,ירושלים,מזון ומשקאות,בשר ועוף,"חזה עוף ק""ג",3,70.02,0.0,210.06,26.89,12.8
IL-01818,2022-08-23,2022,8,שלישי,קיץ,,יינות ביתן,תל אביב,מרכז,בריאות ויופי,תרופות OTC,אקמול 500מג,6,17.01,0.1,102.06,35.38,34.7
IL-01819,2023-10-15,2023,10,ראשון,סתיו,,רמי לוי,בני ברק,מרכז,ביגוד והנעלה,אביזרים,חגורת עור,3,89.0,0.0,267.0,94.11,35.2
IL-01820,2022-04-14,2022,4,חמישי,אביב,,שופרסל,פתח תקווה,מרכז,בית וגן,מטבח,סיר נירוסטה,7,149.0,0.0,1043.0,325.38,31.2
IL-01821,2022-06-26,2022,6,ראשון,קיץ,,ויקטורי,בית שמש,ירושלים,אלקטרוניקה,מטעני חשמל,סוללה ניידת,8,134.1,0.1,1072.8,176.46,16.4
IL-01822,2023-02-10,2023,2,שישי,חורף,,חצי חינם,אשדוד,דרום,בריאות ויופי,תרופות OTC,אספירין,3,14.9,0.0,44.7,16.19,36.2
IL-01823,2023-09-28,2023,9,חמישי,סתיו,,חצי חינם,באר שבע,דרום,בית וגן,ניקיון,סבון כלים Fairy,4,12.9,0.0,51.6,18.01,34.9
IL-01824,2023-06-13,2023,6,שלישי,קיץ,,מגה,הרצליה,שרון,בית וגן,סלון,מנורת שולחן,6,103.2,0.2,619.2,166.64,26.9
IL-01825,2022-03-03,2022,3,חמישי,אביב,,ויקטורי,ראשון לציון,מרכז,מזון ומשקאות,בשר ועוף,"בשר טחון ק""ג",8,42.32,0.2,338.56,36.1,10.7
IL-01826,2022-12-16,2022,12,שישי,חורף,,מגה,בני ברק,מרכז,בריאות ויופי,קוסמטיקה,פאודר פנים,2,84.55,0.05,169.1,61.49,36.4
IL-01827,2022-08-08,2022,8,שני,קיץ,,יינות ביתן,ירושלים,ירושלים,מזון ומשקאות,בשר ועוף,"כנפיים ק""ג",8,23.65,0.05,189.2,31.67,16.7
IL-01828,2024-04-26,2024,4,שישי,אביב,,יינות ביתן,חולון,מרכז,אלקטרוניקה,מטעני חשמל,מטען מהיר USB-C,8,84.55,0.05,676.4,111.14,16.4
IL-01829,2022-05-16,2022,5,שני,אביב,,רמי לוי,ירושלים,ירושלים,בריאות ויופי,ויטמינים,מגנזיום,6,44.1,0.1,264.6,81.34,30.7
IL-01830,2022-06-09,2022,6,חמישי,קיץ,,חצי חינם,אשדוד,דרום,בריאות ויופי,ויטמינים,ויטמין C 1000,8,39.0,0.0,312.0,97.2,31.2
IL-01831,2022-07-19,2022,7,שלישי,קיץ,,ויקטורי,נתניה,שרון,אלקטרוניקה,אוזניות,Sony WH-1000,2,809.1,0.1,1618.2,226.01,14.0
IL-01832,2022-08-11,2022,8,חמישי,קיץ,,יינות ביתן,באר שבע,דרום,בית וגן,שינה,שמיכת קיץ,1,149.0,0.0,149.0,37.61,25.2
IL-01833,2023-03-22,2023,3,רביעי,אביב,,רמי לוי,נתניה,שרון,בריאות ויופי,תרופות OTC,אקמול 500מג,3,17.95,0.05,53.85,15.61,29.0
IL-01834,2024-12-24,2024,12,שלישי,חורף,,ויקטורי,בני ברק,מרכז,בריאות ויופי,ויטמינים,ויטמין C 1000,4,33.15,0.15,132.6,39.38,29.7
IL-01835,2023-10-11,2023,10,רביעי,סתיו,,יינות ביתן,בני ברק,מרכז,ביגוד והנעלה,הנעלה,נעלי עבודה,6,279.0,0.0,1674.0,584.16,34.9
IL-01836,2022-01-17,2022,1,שני,חורף,,יינות ביתן,נהריה,צפון,בית וגן,סלון,שולחן קפה,1,399.0,0.0,399.0,114.52,28.7
IL-01837,2022-04-19,2022,4,שלישי,אביב,,חצי חינם,תל אביב,מרכז,בריאות ויופי,היגיינה,שמפו Head&Shoulders,5,23.92,0.2,119.6,43.84,36.7
IL-01838,2024-03-18,2024,3,שני,אביב,,מגה,באר שבע,דרום,בית וגן,ניקיון,מגב רצפה,7,35.1,0.1,245.7,61.44,25.0
IL-01839,2023-03-09,2023,3,חמישי,אביב,,רמי לוי,באר שבע,דרום,בית וגן,סלון,כרית נוי,7,47.2,0.2,330.4,102.27,31.0
IL-01840,2024-01-08,2024,1,שני,חורף,,ויקטורי,נתניה,שרון,אלקטרוניקה,אוזניות,JBL Tune,3,299.0,0.0,897.0,155.7,17.4
IL-01841,2022-01-24,2022,1,שני,חורף,,חצי חינם,ראשון לציון,מרכז,מזון ומשקאות,לחם ומאפים,פיתות,8,7.57,0.15,60.56,7.18,11.9
IL-01842,2024-06-13,2024,6,חמישי,קיץ,,שופרסל,פתח תקווה,מרכז,אלקטרוניקה,טלוויזיות,"LG 50""",7,2069.1,0.1,14483.7,2900.28,20.0
IL-01843,2023-01-04,2023,1,רביעי,חורף,,יינות ביתן,חיפה,צפון,בית וגן,גינה,עציץ קרמיקה,7,49.0,0.0,343.0,84.49,24.6
IL-01844,2022-01-16,2022,1,ראשון,חורף,,ויקטורי,נהריה,צפון,אלקטרוניקה,מטעני חשמל,כבל Lightning,7,44.1,0.1,308.7,59.11,19.1
IL-01845,2024-01-22,2024,1,שני,חורף,,שופרסל,תל אביב,מרכז,בריאות ויופי,ויטמינים,ויטמין D3,6,44.0,0.0,264.0,85.8,32.5
IL-01846,2024-09-13,2024,9,שישי,סתיו,,שופרסל,אשדוד,דרום,אלקטרוניקה,מטעני חשמל,כבל Lightning,8,44.1,0.1,352.8,68.72,19.5
IL-01847,2022-06-10,2022,6,שישי,קיץ,,יינות ביתן,נצרת,צפון,מזון ומשקאות,לחם ומאפים,חלה גדולה,2,12.66,0.15,25.32,3.26,12.9
IL-01848,2023-10-02,2023,10,שני,סתיו,,שופרסל,נהריה,צפון,ביגוד והנעלה,אביזרים,חגורת עור,8,84.55,0.05,676.4,286.56,42.4
IL-01849,2024-11-15,2024,11,שישי,חורף,,ויקטורי,הרצליה,שרון,בריאות ויופי,היגיינה,דאודורנט Rexona,6,15.92,0.2,95.52,28.74,30.1
IL-01850,2023-08-27,2023,8,ראשון,קיץ,,רמי לוי,בני ברק,מרכז,מזון ומשקאות,משקאות,מיץ טבעי,5,10.96,0.15,54.8,5.7,10.4
IL-01851,2023-06-18,2023,6,ראשון,קיץ,,חצי חינם,תל אביב,מרכז,בית וגן,גינה,זרנוק גינה,1,75.65,0.15,75.65,19.77,26.1
IL-01852,2023-08-21,2023,8,שני,קיץ,,חצי חינם,אשקלון,דרום,בריאות ויופי,תרופות OTC,אספירין,8,14.9,0.0,119.2,36.16,30.3
IL-01853,2023-07-24,2023,7,שני,קיץ,,רמי לוי,בני ברק,מרכז,בריאות ויופי,היגיינה,דאודורנט Rexona,5,19.9,0.0,99.5,29.94,30.1
IL-01854,2022-08-17,2022,8,רביעי,קיץ,,רמי לוי,נהריה,צפון,בריאות ויופי,קוסמטיקה,פאודר פנים,8,89.0,0.0,712.0,253.24,35.6
IL-01855,2022-12-26,2022,12,שני,חורף,חנוכה,חצי חינם,בני ברק,מרכז,אלקטרוניקה,טלוויזיות,"Samsung 55""",1,5038.2,0.0,5038.2,1121.58,22.3
IL-01856,2022-06-22,2022,6,רביעי,קיץ,,יינות ביתן,פתח תקווה,מרכז,אלקטרוניקה,טלוויזיות,"LG 50""",7,2299.0,0.0,16093.0,2621.19,16.3
IL-01857,2024-06-20,2024,6,חמישי,קיץ,,חצי חינם,אשדוד,דרום,אלקטרוניקה,מחשבים,טאבלט iPad,6,2499.0,0.0,14994.0,2324.51,15.5
IL-01858,2023-06-26,2023,6,שני,קיץ,,שופרסל,אשקלון,דרום,מזון ומשקאות,לחם ומאפים,חלה גדולה,7,14.15,0.05,99.05,13.29,13.4
IL-01859,2023-09-10,2023,9,ראשון,סתיו,,חצי חינם,חיפה,צפון,בריאות ויופי,קוסמטיקה,שפתון L'Oreal,7,46.55,0.05,325.85,98.87,30.3
IL-01860,2023-06-22,2023,6,חמישי,קיץ,,יינות ביתן,פתח תקווה,מרכז,בית וגן,מטבח,מחבת טפלון,8,94.05,0.05,752.4,224.96,29.9
IL-01861,2023-10-09,2023,10,שני,סתיו,סוכות,חצי חינם,נצרת,צפון,מזון ומשקאות,מוצרי חלב,יוגורט דנונה,6,5.76,0.2,34.56,4.36,12.6
IL-01862,2024-06-03,2024,6,שני,קיץ,,חצי חינם,נהריה,צפון,ביגוד והנעלה,ילדים,נעלי ילדים,5,95.2,0.2,476.0,144.96,30.5
IL-01863,2022-07-21,2022,7,חמישי,קיץ,,חצי חינם,בני ברק,מרכז,בריאות ויופי,ויטמינים,מגנזיום,4,41.65,0.15,166.6,61.05,36.6
IL-01864,2023-01-04,2023,1,רביעי,חורף,,יינות ביתן,ירושלים,ירושלים,מזון ומשקאות,משקאות,קוקה קולה 1.5L,2,7.9,0.0,15.8,2.75,17.4
IL-01865,2024-04-22,2024,4,שני,אביב,,יינות ביתן,ראשון לציון,מרכז,מזון ומשקאות,משקאות,מים נביעות 6פ',6,14.9,0.0,89.4,9.08,10.2
IL-01866,2023-08-04,2023,8,שישי,קיץ,,רמי לוי,בני ברק,מרכז,מזון ומשקאות,מוצרי חלב,יוגורט דנונה,2,4.5,0.0,9.0,0.98,10.9
IL-01867,2023-03-21,2023,3,שלישי,אביב,,חצי חינם,נהריה,צפון,מזון ומשקאות,משקאות,קוקה קולה 1.5L,2,6.32,0.2,12.64,1.63,12.9
IL-01868,2023-01-14,2023,1,שבת,חורף,,רמי לוי,אשדוד,דרום,ביגוד והנעלה,ילדים,נעלי ילדים,2,101.15,0.15,202.3,72.83,36.0
IL-01869,2024-07-17,2024,7,רביעי,קיץ,,מגה,הרצליה,שרון,בית וגן,שינה,שמיכת קיץ,3,119.2,0.2,357.6,107.19,30.0
IL-01870,2022-06-01,2022,6,רביעי,קיץ,,שופרסל,בני ברק,מרכז,בית וגן,ניקיון,מגב רצפה,1,39.0,0.0,39.0,13.27,34.0
IL-01871,2023-06-27,2023,6,שלישי,קיץ,,ויקטורי,פתח תקווה,מרכז,מזון ומשקאות,פירות וירקות,"עגבניות ק""ג",7,7.9,0.0,55.3,6.34,11.5
IL-01872,2024-06-02,2024,6,ראשון,קיץ,,יינות ביתן,חולון,מרכז,מזון ומשקאות,פירות וירקות,"בננות ק""ג",5,6.9,0.0,34.5,3.31,9.6
IL-01873,2022-03-13,2022,3,ראשון,אביב,,שופרסל,ראשון לציון,מרכז,בריאות ויופי,היגיינה,דאודורנט Rexona,1,18.9,0.05,18.9,5.27,27.9
IL-01874,2022-11-01,2022,11,שלישי,חורף,,חצי חינם,באר שבע,דרום,מזון ומשקאות,מוצרי חלב,יוגורט דנונה,7,4.5,0.0,31.5,3.09,9.8
IL-01875,2022-11-07,2022,11,שני,חורף,,מגה,אשדוד,דרום,בית וגן,גינה,זרנוק גינה,8,84.55,0.05,676.4,188.72,27.9
IL-01876,2024-06-12,2024,6,רביעי,קיץ,,חצי חינם,בית שמש,ירושלים,מזון ומשקאות,חטיפים,ביסלי,1,6.55,0.05,6.55,1.14,17.4
IL-01877,2023-09-13,2023,9,רביעי,סתיו,,שופרסל,בית שמש,ירושלים,מזון ומשקאות,בשר ועוף,"כנפיים ק""ג",6,24.9,0.0,149.4,15.61,10.4
IL-01878,2024-07-30,2024,7,שלישי,קיץ,,מגה,אשקלון,דרום,אלקטרוניקה,מחשבים,טאבלט iPad,1,2374.05,0.05,2374.05,443.27,18.7
IL-01879,2023-01-27,2023,1,שישי,חורף,,חצי חינם,בני ברק,מרכז,בית וגן,מטבח,בלנדר ידני,6,65.55,0.05,393.3,109.93,28.0
IL-01880,2022-06-23,2022,6,חמישי,קיץ,,חצי חינם,הרצליה,שרון,בית וגן,סלון,כרית נוי,1,59.0,0.0,59.0,18.62,31.6
IL-01881,2022-02-21,2022,2,שני,חורף,,יינות ביתן,אשדוד,דרום,אלקטרוניקה,טלוויזיות,"LG 50""",2,1839.2,0.2,3678.4,940.96,25.6
IL-01882,2024-07-09,2024,7,שלישי,קיץ,,שופרסל,תל אביב,מרכז,ביגוד והנעלה,גברים,מכנסי ג'ינס,1,189.05,0.05,189.05,63.16,33.4
IL-01883,2022-08-31,2022,8,רביעי,קיץ,,חצי חינם,חולון,מרכז,בריאות ויופי,ויטמינים,ויטמין D3,3,37.4,0.15,112.2,34.26,30.5
IL-01884,2023-04-23,2023,4,ראשון,אביב,,שופרסל,הרצליה,שרון,מזון ומשקאות,משקאות,קוקה קולה 1.5L,8,6.71,0.15,53.68,8.12,15.1
IL-01885,2022-02-09,2022,2,רביעי,חורף,,יינות ביתן,חיפה,צפון,מזון ומשקאות,לחם ומאפים,פיתות,3,8.9,0.0,26.7,3.75,14.0
IL-01886,2022-12-19,2022,12,שני,חורף,,שופרסל,באר שבע,דרום,ביגוד והנעלה,גברים,מכנסי ג'ינס,3,159.2,0.2,477.6,193.62,40.5
IL-01887,2022-05-11,2022,5,רביעי,אביב,,שופרסל,נתניה,שרון,מזון ומשקאות,פירות וירקות,"בננות ק""ג",4,6.9,0.0,27.6,3.8,13.8
IL-01888,2023-02-20,2023,2,שני,חורף,,מגה,בית שמש,ירושלים,בית וגן,שינה,כרית שינה,3,89.0,0.0,267.0,71.88,26.9
IL-01889,2023-03-13,2023,3,שני,אביב,,שופרסל,אשקלון,דרום,בריאות ויופי,קוסמטיקה,שפתון L'Oreal,2,49.0,0.0,98.0,33.1,33.8
IL-01890,2024-04-30,2024,4,שלישי,אביב,,חצי חינם,פתח תקווה,מרכז,ביגוד והנעלה,אביזרים,חגורת עור,8,89.0,0.0,712.0,272.88,38.3
IL-01891,2022-03-25,2022,3,שישי,אביב,,שופרסל,פתח תקווה,מרכז,בריאות ויופי,ויטמינים,ויטמין C 1000,1,37.05,0.05,37.05,12.77,34.5
IL-01892,2022-06-15,2022,6,רביעי,קיץ,,שופרסל,תל אביב,מרכז,אלקטרוניקה,טלפונים,Xiaomi 13,5,1424.05,0.05,7120.25,1390.0,19.5
IL-01893,2024-09-01,2024,9,ראשון,סתיו,,רמי לוי,אשדוד,דרום,אלקטרוניקה,מחשבים,טאבלט iPad,5,2249.1,0.1,11245.5,2384.05,21.2
IL-01894,2024-07-11,2024,7,חמישי,קיץ,,רמי לוי,בית שמש,ירושלים,אלקטרוניקה,מטעני חשמל,סוללה ניידת,1,134.1,0.1,134.1,28.84,21.5
IL-01895,2023-01-04,2023,1,רביעי,חורף,,ויקטורי,אשדוד,דרום,בריאות ויופי,תרופות OTC,וויקס,5,24.9,0.0,124.5,45.0,36.1
IL-01896,2024-05-07,2024,5,שלישי,אביב,,יינות ביתן,תל אביב,מרכז,אלקטרוניקה,מחשבים,לפטופ Lenovo,2,2699.1,0.1,5398.2,1076.73,19.9
IL-01897,2024-01-12,2024,1,שישי,חורף,,יינות ביתן,נתניה,שרון,בריאות ויופי,קוסמטיקה,שפתון L'Oreal,4,49.0,0.0,196.0,61.74,31.5
IL-01898,2022-04-19,2022,4,שלישי,אביב,,שופרסל,חולון,מרכז,אלקטרוניקה,טלוויזיות,"LG 50""",3,2299.0,0.0,6897.0,1271.82,18.4
IL-01899,2022-03-30,2022,3,רביעי,אביב,,חצי חינם,תל אביב,מרכז,ביגוד והנעלה,ילדים,חליפת תינוק,7,79.0,0.0,553.0,213.57,38.6
IL-01900,2023-11-16,2023,11,חמישי,חורף,,ויקטורי,נהריה,צפון,מזון ומשקאות,מוצרי חלב,יוגורט דנונה,1,4.05,0.1,4.05,0.39,9.6
IL-01901,2022-12-27,2022,12,שלישי,חורף,,שופרסל,פתח תקווה,מרכז,בית וגן,גינה,זרנוק גינה,2,89.0,0.0,178.0,51.81,29.1
IL-01902,2023-10-30,2023,10,שני,סתיו,,רמי לוי,בית שמש,ירושלים,ביגוד והנעלה,נשים,שמלת קיץ,6,149.0,0.0,894.0,302.35,33.8
IL-01903,2022-07-20,2022,7,רביעי,קיץ,,חצי חינם,חולון,מרכז,בית וגן,סלון,שולחן קפה,4,399.0,0.0,1596.0,448.26,28.1
IL-01904,2024-08-22,2024,8,חמישי,קיץ,,ויקטורי,נהריה,צפון,מזון ומשקאות,פירות וירקות,"עגבניות ק""ג",4,7.11,0.1,28.44,4.5,15.8
IL-01905,2024-02-04,2024,2,ראשון,חורף,,ויקטורי,פתח תקווה,מרכז,אלקטרוניקה,אוזניות,Sony WH-1000,4,899.0,0.0,3596.0,667.9,18.6
IL-01906,2022-09-18,2022,9,ראשון,סתיו,,חצי חינם,תל אביב,מרכז,בריאות ויופי,תרופות OTC,אספירין,3,14.9,0.0,44.7,14.37,32.1
IL-01907,2024-08-11,2024,8,ראשון,קיץ,,ויקטורי,חיפה,צפון,אלקטרוניקה,אוזניות,AirPods,5,629.1,0.1,3145.5,437.87,13.9
IL-01908,2022-11-18,2022,11,שישי,חורף,,חצי חינם,אשקלון,דרום,בריאות ויופי,קוסמטיקה,פאודר פנים,4,89.0,0.0,356.0,121.89,34.2
IL-01909,2024-04-23,2024,4,שלישי,אביב,,יינות ביתן,נתניה,שרון,בית וגן,סלון,מנורת שולחן,8,103.2,0.2,825.6,247.16,29.9
IL-01910,2024-08-05,2024,8,שני,קיץ,,שופרסל,בני ברק,מרכז,בית וגן,סלון,כרית נוי,6,56.05,0.05,336.3,115.99,34.5
IL-01911,2023-04-01,2023,4,שבת,אביב,,רמי לוי,נהריה,צפון,בריאות ויופי,תרופות OTC,אספירין,1,14.9,0.0,14.9,4.63,31.1
IL-01912,2024-08-21,2024,8,רביעי,קיץ,,יינות ביתן,אשדוד,דרום,מזון ומשקאות,פירות וירקות,"בננות ק""ג",7,6.55,0.05,45.85,5.8,12.6
IL-01913,2022-07-20,2022,7,רביעי,קיץ,,ויקטורי,חיפה,צפון,אלקטרוניקה,טלפונים,Xiaomi 13,1,1274.15,0.15,1274.15,238.88,18.7
IL-01914,2024-04-12,2024,4,שישי,אביב,פסח,רמי לוי,חולון,מרכז,ביגוד והנעלה,ילדים,חליפת תינוק,2,142.2,0.0,284.4,113.0,39.7
IL-01915,2024-09-09,2024,9,שני,סתיו,,מגה,באר שבע,דרום,אלקטרוניקה,טלוויזיות,"TCL 43""",1,1234.05,0.05,1234.05,218.6,17.7
IL-01916,2024-08-07,2024,8,רביעי,קיץ,,רמי לוי,אשקלון,דרום,בית וגן,סלון,שולחן קפה,8,339.15,0.15,2713.2,782.41,28.8
IL-01917,2022-01-03,2022,1,שני,חורף,,חצי חינם,נתניה,שרון,מזון ומשקאות,פירות וירקות,"בננות ק""ג",6,6.21,0.1,37.26,5.15,13.8
IL-01918,2022-03-08,2022,3,שלישי,אביב,,ויקטורי,בני ברק,מרכז,ביגוד והנעלה,אביזרים,ארנק עור,4,119.2,0.2,476.8,169.55,35.6
IL-01919,2022-06-15,2022,6,רביעי,קיץ,,מגה,נהריה,צפון,מזון ומשקאות,חטיפים,דיאגו,6,9.9,0.0,59.4,6.33,10.7
IL-01920,2022-08-16,2022,8,שלישי,קיץ,,מגה,בית שמש,ירושלים,בית וגן,גינה,זרנוק גינה,6,89.0,0.0,534.0,152.63,28.6
IL-01921,2022-12-25,2022,12,ראשון,חורף,חנוכה,יינות ביתן,באר שבע,דרום,מזון ומשקאות,חטיפים,דיאגו,4,17.82,0.0,71.28,10.85,15.2
IL-01922,2023-11-17,2023,11,שישי,חורף,,יינות ביתן,חולון,מרכז,מזון ומשקאות,משקאות,מים נביעות 6פ',4,11.92,0.2,47.68,4.25,8.9
IL-01923,2023-04-07,2023,4,שישי,אביב,,מגה,ירושלים,ירושלים,ביגוד והנעלה,אביזרים,ארנק עור,7,149.0,0.0,1043.0,369.21,35.4
IL-01924,2022-04-22,2022,4,שישי,אביב,,מגה,ראשון לציון,מרכז,ביגוד והנעלה,הנעלה,סנדלי נוחות,2,189.05,0.05,378.1,124.39,32.9
IL-01925,2024-12-25,2024,12,רביעי,חורף,חנוכה,יינות ביתן,באר שבע,דרום,ביגוד והנעלה,הנעלה,נעלי עבודה,6,401.76,0.2,2410.56,930.12,38.6
IL-01926,2022-05-15,2022,5,ראשון,אביב,,ויקטורי,חולון,מרכז,מזון ומשקאות,מוצרי חלב,גבינה לבנה 5%,3,12.9,0.0,38.7,2.88,7.4
